id,user_id,created_by_name,updated_at,created_at,active,type,event_at,event_id
2512,49,Amber Moreno,2023-10-23 23:17:51,2023-10-23 23:17:51,True,card,2023-10-23 23:17:51,02104e73-0b0d-4313-919e-eaed1ed29d0c
22,586,Abigail Riley,2023-10-23 23:08:59,2023-10-23 23:08:55,False,card,2023-10-23 23:08:59,02184a11-8cb4-4fbd-ba49-098fe608e1a9
5533,360,Stacey Mckee,2023-10-23 23:28:45,2023-10-23 23:28:45,True,card,2023-10-23 23:28:45,021c0c02-5979-4e45-81e0-6cb6b6c6f70e
2006,720,Casey Osborn,2023-10-23 23:29:24,2023-10-23 23:16:00,True,card,2023-10-23 23:29:24,0220835d-f964-431e-83c1-39652d9e83fd
2959,365,Jennifer Rowland,2023-10-23 23:19:29,2023-10-23 23:19:29,True,card,2023-10-23 23:19:29,023430a1-7c81-42ea-93e2-247cc4fcef42
5374,602,Eric Davis,2023-10-23 23:28:07,2023-10-23 23:28:07,False,card,2023-10-23 23:28:07,0234341f-1813-4b19-b014-30d88f040633
13,170,Shawn Fields,2023-10-23 23:08:56,2023-10-23 23:08:53,True,card,2023-10-23 23:08:56,02394a8d-4e7d-4a40-a766-7b01e980d6be
472,79,Crystal Schroeder,2023-10-23 23:16:52,2023-10-23 23:10:33,True,card,2023-10-23 23:16:52,0248f9bd-888c-4eb0-b69d-b04e7b57cb22
588,141,Matthew Miller,2023-10-23 23:11:16,2023-10-23 23:10:59,True,card,2023-10-23 23:11:16,024d587e-24d7-4bc0-88fa-5195ac8e34aa
245,337,Sara Smith,2023-10-23 23:12:06,2023-10-23 23:09:44,True,card,2023-10-23 23:12:06,024f7e41-60fa-487e-a514-2d007caa033a
35,636,Matthew Baker,2023-10-23 23:18:23,2023-10-23 23:08:58,False,card,2023-10-23 23:18:23,0254623c-b47e-47d3-a474-d502dca8a165
458,961,Jessica Taylor,2023-10-23 23:19:47,2023-10-23 23:10:30,True,card,2023-10-23 23:19:47,0263224e-3391-4ebf-89ab-dd1cd2e0ea0b
3781,959,Craig Daniel,2023-10-23 23:26:34,2023-10-23 23:22:26,False,card,2023-10-23 23:26:34,02670a98-fbd3-4289-8657-56731303e77e
28,779,Andrew Wood,2023-10-23 23:14:16,2023-10-23 23:08:56,False,card,2023-10-23 23:14:16,02686609-77e9-4bf4-9f66-b8a070f1ec77
796,639,Shawn Hunt,2023-10-23 23:11:50,2023-10-23 23:11:50,False,card,2023-10-23 23:11:50,026bb144-8125-407e-a934-3533421b8c56
1560,331,Ashley James,2023-10-23 23:14:27,2023-10-23 23:14:27,False,card,2023-10-23 23:14:27,02883655-1419-4d5a-895b-b93d27d5b504
338,773,Robert Boyd,2023-10-23 23:10:05,2023-10-23 23:10:05,True,card,2023-10-23 23:10:05,029cebae-72fd-4600-8311-7cc37271914b
1488,42,Alexander Bauer,2023-10-23 23:17:01,2023-10-23 23:14:12,False,card,2023-10-23 23:17:01,02ab68b3-1538-4163-9971-4706cc9dc871
4619,744,Robert Braun,2023-10-23 23:25:21,2023-10-23 23:25:21,True,card,2023-10-23 23:25:21,02aca7ed-ddd9-4b2d-a88d-375dc5b7fc00
2345,317,Sandra Miller,2023-10-23 23:17:16,2023-10-23 23:17:16,True,card,2023-10-23 23:17:16,02bcf566-fcf1-47ba-8091-03047522da12
4641,757,Deanna Cobb,2023-10-23 23:25:25,2023-10-23 23:25:25,True,card,2023-10-23 23:25:25,02c89236-624d-4209-af4a-d4b597b00a62
793,882,Anthony Garcia,2023-10-23 23:11:48,2023-10-23 23:11:48,True,card,2023-10-23 23:11:48,02c94773-442f-4760-bff1-9ed58d432b61
595,323,Adam Thompson,2023-10-23 23:12:44,2023-10-23 23:11:00,False,card,2023-10-23 23:12:44,02d737fd-f973-4135-8ae2-819dd47b6fa6
1124,282,Paige Lopez,2023-10-23 23:14:56,2023-10-23 23:12:55,False,card,2023-10-23 23:14:56,02d87f85-8125-45ac-80b4-bdafc5328d81
263,739,Ethan Cole,2023-10-23 23:14:01,2023-10-23 23:09:48,False,card,2023-10-23 23:14:01,02ef61ad-58d4-4b2b-821f-c389c233511c
1186,428,Stacey Kelly,2023-10-23 23:13:09,2023-10-23 23:13:09,True,card,2023-10-23 23:13:09,02f0ec87-41a7-4a71-b952-802a3d80990a
4620,618,Samantha Walker,2023-10-23 23:25:21,2023-10-23 23:25:21,True,card,2023-10-23 23:25:21,031163e1-6ede-48b2-a8d5-173b7bc88bf4
142,601,Jennifer Baker,2023-10-23 23:11:22,2023-10-23 23:09:22,True,card,2023-10-23 23:11:22,0341ad60-e32c-4a97-ba20-6ae2db8e1eee
1084,159,Emily Hicks,2023-10-23 23:12:47,2023-10-23 23:12:47,False,card,2023-10-23 23:12:47,0352e093-d60a-4718-9e69-1a42b622f6e3
269,167,Jill Schultz,2023-10-23 23:11:27,2023-10-23 23:09:50,True,card,2023-10-23 23:11:27,03596d77-fc79-4e83-8393-32aa1d9f8d53
1793,31,Nicole Garcia,2023-10-23 23:15:16,2023-10-23 23:15:16,False,card,2023-10-23 23:15:16,0359f31e-8eca-4c3b-a41d-3682c2f5cfc6
108,476,Heather Martinez,2023-10-23 23:28:40,2023-10-23 23:09:16,True,card,2023-10-23 23:28:40,03641f2d-798d-4b61-ade7-3480156aa567
82,15,Steven Maynard,2023-10-23 23:23:12,2023-10-23 23:09:10,False,card,2023-10-23 23:23:12,036812d6-44a4-42e6-a53d-0dd198f9f70f
176,296,Annette Haynes,2023-10-23 23:11:35,2023-10-23 23:09:29,False,card,2023-10-23 23:11:35,036a20ac-86e3-4c83-a776-58fc78c0dabb
1511,546,Joshua Thompson,2023-10-23 23:19:39,2023-10-23 23:14:16,False,card,2023-10-23 23:19:39,036da46a-bb1a-4a49-a47e-666bca4e3dfe
298,617,Larry Murphy,2023-10-23 23:12:42,2023-10-23 23:09:54,True,card,2023-10-23 23:12:42,03795e24-e66e-42bf-8c78-56a8c1de5d0c
2596,819,Laura Cruz,2023-10-23 23:19:01,2023-10-23 23:18:11,False,card,2023-10-23 23:19:01,03806a37-5f66-448b-8a4f-8723bad0fbfb
1373,987,Aimee Carpenter,2023-10-23 23:23:52,2023-10-23 23:13:47,False,card,2023-10-23 23:23:52,0383a08a-b3c9-4170-be4b-c849a8523a42
775,224,Bill Thompson,2023-10-23 23:26:38,2023-10-23 23:11:44,True,card,2023-10-23 23:26:38,0391a50f-cdcb-4576-adc9-479010aafb7e
22,586,Abigail Riley,2023-10-23 23:08:55,2023-10-23 23:08:55,True,card,2023-10-23 23:08:55,03930f7d-f427-4878-9b83-afba56fc1fc7
237,247,Morgan Dominguez,2023-10-23 23:09:43,2023-10-23 23:09:43,False,card,2023-10-23 23:09:43,039c7b70-db4b-4eb3-9a2a-be73f25e9415
755,429,Kelsey Bell,2023-10-23 23:17:03,2023-10-23 23:11:39,False,card,2023-10-23 23:17:03,039de377-e3df-412d-9fe9-778f9aebe940
2147,284,Mrs. Rachael Patterson,2023-10-23 23:29:12,2023-10-23 23:16:32,True,card,2023-10-23 23:29:12,03a824f4-ffa9-422c-ad08-4d21622a44be
5272,272,Kiara Norton,2023-10-23 23:27:43,2023-10-23 23:27:43,True,card,2023-10-23 23:27:43,03b43f81-3523-4dba-b1c5-20bf6d957f20
4538,256,Daniel Meyers,2023-10-23 23:25:05,2023-10-23 23:25:05,False,card,2023-10-23 23:25:05,03c93132-bc69-4352-893b-1c02695ea146
216,167,Allen Cunningham,2023-10-23 23:15:51,2023-10-23 23:09:39,False,card,2023-10-23 23:15:51,03dcab0f-6180-42ae-920a-bb98036cb45e
5708,804,Jeffery Alvarado,2023-10-23 23:29:24,2023-10-23 23:29:24,True,card,2023-10-23 23:29:24,03dd49b6-ad28-4030-a8d2-8c3a6bd0661a
1172,679,Alexandra Oliver,2023-10-23 23:13:06,2023-10-23 23:13:06,True,card,2023-10-23 23:13:06,03e8db8c-02b1-4648-8f05-c198fa5f96ee
534,147,Vanessa Parks,2023-10-23 23:10:56,2023-10-23 23:10:47,False,card,2023-10-23 23:10:56,03f4b382-318e-4432-8bf6-4fb9fb8711ce
1248,298,Emily Sanchez,2023-10-23 23:13:20,2023-10-23 23:13:20,True,card,2023-10-23 23:13:20,03f7e92e-e5d7-49af-97cf-ea5bf74d5732
1529,850,Robert Galloway,2023-10-23 23:16:10,2023-10-23 23:14:19,False,card,2023-10-23 23:16:10,0403084f-d71d-4220-854e-3f51a4078b70
503,748,John Watson,2023-10-23 23:10:40,2023-10-23 23:10:40,False,card,2023-10-23 23:10:40,04048f2a-cf2d-4a98-9075-4b9127a1eff5
2029,960,Joseph Harris,2023-10-23 23:16:05,2023-10-23 23:16:05,True,card,2023-10-23 23:16:05,04154180-29f7-4538-8b12-6e832d3d28f7
5745,973,Paul Andrews,2023-10-23 23:29:31,2023-10-23 23:29:31,False,card,2023-10-23 23:29:31,042d86e8-7626-4765-bcd2-8fb882549a72
34,695,Carl Martinez,2023-10-23 23:09:24,2023-10-23 23:08:58,True,card,2023-10-23 23:09:24,043ed341-6e72-44b2-989d-a7126b0e70aa
2909,58,Mrs. Robin Taylor,2023-10-23 23:19:20,2023-10-23 23:19:20,False,card,2023-10-23 23:19:20,044b6d25-ecfe-41b0-a877-0b3f31be35ef
5028,342,Katrina Fritz,2023-10-23 23:26:44,2023-10-23 23:26:44,False,card,2023-10-23 23:26:44,0456ba8f-3bb7-4414-baa9-a0295e14bf9a
1651,374,Stacy Long,2023-10-23 23:24:26,2023-10-23 23:14:48,True,card,2023-10-23 23:24:26,046efc2b-7743-45db-a5b4-f3bfe5c133d8
3238,862,Sarah Raymond,2023-10-23 23:20:30,2023-10-23 23:20:30,True,card,2023-10-23 23:20:30,04750330-19fd-47f8-88fa-4edb8eda4a77
534,147,Vanessa Parks,2023-10-23 23:19:56,2023-10-23 23:10:47,False,card,2023-10-23 23:19:56,0483b83b-0f51-4f8f-a6e9-5888412785bc
3840,861,Betty Ward,2023-10-23 23:22:37,2023-10-23 23:22:37,False,card,2023-10-23 23:22:37,048c97e1-207c-4618-b3ef-8a0276031407
32,429,Michael Skinner,2023-10-23 23:19:34,2023-10-23 23:08:56,False,card,2023-10-23 23:19:34,04a1afaa-7fda-46de-9964-86d905a4202b
4796,172,Christopher Shaw,2023-10-23 23:25:55,2023-10-23 23:25:55,False,card,2023-10-23 23:25:55,04a3e73b-afb9-40cd-a716-72d08da79576
4529,73,Carla Thomas,2023-10-23 23:25:04,2023-10-23 23:25:04,False,card,2023-10-23 23:25:04,04a6673f-8d67-49a2-a7c4-d5bb80dc7412
1295,111,Christopher Vaughan,2023-10-23 23:13:30,2023-10-23 23:13:30,False,card,2023-10-23 23:13:30,04a8f2aa-fe3b-4824-8d21-b723b78a9151
266,311,Alicia Hernandez,2023-10-23 23:09:50,2023-10-23 23:09:50,True,card,2023-10-23 23:09:50,04b7098d-edce-4540-a75c-d39780025145
670,440,Joseph Willis,2023-10-23 23:22:31,2023-10-23 23:11:18,True,card,2023-10-23 23:22:31,04b876ff-42f7-43eb-a21f-ad7529c483f1
3523,709,Shannon Ball,2023-10-23 23:21:36,2023-10-23 23:21:36,False,card,2023-10-23 23:21:36,04bfdac6-9dda-45ad-8c10-44cc8e5a602f
1075,919,Jamie Garza,2023-10-23 23:20:05,2023-10-23 23:12:46,False,card,2023-10-23 23:20:05,04c28d4b-10d0-4036-89ac-1e12fb6be274
65,872,Sheila Brown,2023-10-23 23:11:20,2023-10-23 23:09:06,True,card,2023-10-23 23:11:20,04efe019-5929-4b96-bad7-4a7e91d4cc4f
2631,627,Brian Jones,2023-10-23 23:18:19,2023-10-23 23:18:19,True,card,2023-10-23 23:18:19,050f9c87-3f52-4333-b2df-ed73b83c20ff
3364,711,Michael Roy,2023-10-23 23:29:58,2023-10-23 23:20:58,False,card,2023-10-23 23:29:58,050ff38b-1020-4d43-b267-7530e9def407
866,543,James Day,2023-10-23 23:27:35,2023-10-23 23:12:05,False,card,2023-10-23 23:27:35,0510bb8f-13bf-41ac-8833-2b555864ab3b
3779,879,Joshua Walker,2023-10-23 23:22:26,2023-10-23 23:22:26,False,card,2023-10-23 23:22:26,0524e22a-cf0a-45cc-a01f-71388c621d05
2510,180,Robert Kirk,2023-10-23 23:17:51,2023-10-23 23:17:51,True,card,2023-10-23 23:17:51,052f9088-1b41-4c04-ae9e-ff5b9610c850
146,867,Allen Wells,2023-10-23 23:27:05,2023-10-23 23:09:23,True,card,2023-10-23 23:27:05,05312279-7772-4b5f-92ec-d098a9f740cd
32,429,Michael Skinner,2023-10-23 23:09:14,2023-10-23 23:08:56,False,card,2023-10-23 23:09:14,053af0d7-2fbf-4332-860c-f39630cf2e89
1534,496,Joel Morris,2023-10-23 23:14:21,2023-10-23 23:14:21,False,card,2023-10-23 23:14:21,053eeacb-cb2b-4c6e-ac08-f3e5373684f5
2331,940,Ronald Herman,2023-10-23 23:17:11,2023-10-23 23:17:11,False,card,2023-10-23 23:17:11,0541977f-ea5d-4474-b918-e3bacb25cc3b
4587,428,Jennifer Klein,2023-10-23 23:25:12,2023-10-23 23:25:12,True,card,2023-10-23 23:25:12,054922d3-fdeb-47a6-8c2d-ff91d5bfff18
1050,586,Russell Davis,2023-10-23 23:12:42,2023-10-23 23:12:42,True,card,2023-10-23 23:12:42,054bd799-add7-4c50-aa64-a55d51e447e9
497,690,Riley Chen,2023-10-23 23:10:38,2023-10-23 23:10:38,True,card,2023-10-23 23:10:38,056133f6-9d03-47b3-bc51-0c9340f063e4
2189,914,Sandra Castillo,2023-10-23 23:17:59,2023-10-23 23:16:43,True,card,2023-10-23 23:17:59,056757af-6d9c-4f06-9370-878f6adb4d8e
370,95,Justin Norris,2023-10-23 23:25:02,2023-10-23 23:10:12,False,card,2023-10-23 23:25:02,0567e9e2-32b4-486b-a4f2-a16a581f815b
287,411,Andrea Robinson,2023-10-23 23:27:35,2023-10-23 23:09:53,True,card,2023-10-23 23:27:35,05749b2f-6caf-46a8-af3a-54c3e0ece0f1
3805,913,Daniel Rose,2023-10-23 23:22:32,2023-10-23 23:22:32,False,card,2023-10-23 23:22:32,05761028-febf-491c-942c-96d58f1e34b0
1682,692,Don Parrish,2023-10-23 23:14:55,2023-10-23 23:14:55,True,card,2023-10-23 23:14:55,058f9cef-495e-4c9b-9405-342c3092e933
919,830,Linda Lara,2023-10-23 23:17:07,2023-10-23 23:12:17,False,card,2023-10-23 23:17:07,0598195e-97c6-46e2-a4c6-50b00d8a9d6e
202,609,Jill Morgan,2023-10-23 23:09:36,2023-10-23 23:09:36,True,card,2023-10-23 23:09:36,05a2311d-7014-4533-9db6-a2f84c86f2f0
1816,940,Tina Navarro,2023-10-23 23:20:24,2023-10-23 23:15:20,False,card,2023-10-23 23:20:24,05a51fe7-8ff3-4bce-b0a1-155c4c2e968a
30,800,Scott Williams,2023-10-23 23:10:04,2023-10-23 23:08:56,True,card,2023-10-23 23:10:04,05a5eed0-aae4-49a6-b7f3-9c2c2b3af603
2472,36,Gregory Cortez,2023-10-23 23:20:50,2023-10-23 23:17:43,True,card,2023-10-23 23:20:50,05bc01a1-cf2e-4b4e-995c-e6a23091245d
284,277,Richard Morales,2023-10-23 23:09:53,2023-10-23 23:09:53,True,card,2023-10-23 23:09:53,05cc161a-b5ab-4953-bfe9-d3669db0c280
1279,819,Kimberly Olsen,2023-10-23 23:21:49,2023-10-23 23:13:26,False,card,2023-10-23 23:21:49,05dbd8bd-c609-4796-a95e-024668fb5200
2700,895,Ashley Orozco,2023-10-23 23:18:35,2023-10-23 23:18:35,True,card,2023-10-23 23:18:35,05e4bdf6-bfec-4b0b-9c83-ef8ca9cbfa05
5779,32,Melissa Williams,2023-10-23 23:29:40,2023-10-23 23:29:40,True,card,2023-10-23 23:29:40,05f30f84-2cec-4225-a301-7b07db2247eb
12,95,Stephanie House,2023-10-23 23:12:34,2023-10-23 23:08:53,True,card,2023-10-23 23:12:34,05f8d5a9-e28b-49d1-8cf9-f09cdcf63e7f
2165,656,Gregory Blake,2023-10-23 23:16:38,2023-10-23 23:16:38,False,card,2023-10-23 23:16:38,06044eba-cbd1-451b-bff4-fa7d32e1d7a6
2539,988,Andrew Howard,2023-10-23 23:17:57,2023-10-23 23:17:57,True,card,2023-10-23 23:17:57,060e3b2f-2c5e-428f-8205-507dd56b2f48
1716,528,Andrea Armstrong,2023-10-23 23:16:59,2023-10-23 23:15:02,True,card,2023-10-23 23:16:59,060f3606-f912-4b80-a952-57d2398a65b6
229,292,David Noble,2023-10-23 23:09:43,2023-10-23 23:09:41,True,card,2023-10-23 23:09:43,061694d3-cc3c-423e-a4a3-4bafd74dbb1d
4415,843,William Long,2023-10-23 23:24:39,2023-10-23 23:24:39,True,card,2023-10-23 23:24:39,0616fbdf-c368-48a7-bb13-f66140b32ef7
5224,564,Christine Delgado,2023-10-23 23:27:31,2023-10-23 23:27:31,False,card,2023-10-23 23:27:31,062027f7-9f6a-49af-935b-d583c98566c2
1543,885,Catherine Walker,2023-10-23 23:14:49,2023-10-23 23:14:23,True,card,2023-10-23 23:14:49,06287e26-c820-4ad3-b6e4-4520375a385a
608,340,Jasmine Nguyen,2023-10-23 23:16:43,2023-10-23 23:11:03,False,card,2023-10-23 23:16:43,062a35ed-8dcd-4201-9b95-3fedf580fbf3
1216,5,Paul Davis,2023-10-23 23:17:06,2023-10-23 23:13:15,False,card,2023-10-23 23:17:06,063d50c7-ba96-4784-a39c-1e5af396f817
779,102,Kimberly Schultz,2023-10-23 23:11:44,2023-10-23 23:11:44,True,card,2023-10-23 23:11:44,063e6bc4-18dc-451f-a05c-581e72055f8a
5445,360,Jeffery Wallace,2023-10-23 23:30:20,2023-10-23 23:28:26,False,card,2023-10-23 23:30:20,065e03b5-5fd9-4b7e-b747-07a676a3ca8a
4649,579,Herbert Poole,2023-10-23 23:25:27,2023-10-23 23:25:27,False,card,2023-10-23 23:25:27,066958eb-65e4-4ac2-b089-dc956513ab7d
50,644,Michelle Montoya,2023-10-23 23:10:27,2023-10-23 23:09:01,True,card,2023-10-23 23:10:27,066b458f-3bd6-47c6-b24f-a60b7dc0dd03
419,79,Lauren Watson,2023-10-23 23:21:56,2023-10-23 23:10:22,True,card,2023-10-23 23:21:56,067794ce-7e32-4805-8197-7d215485f244
1853,107,Roger Hughes,2023-10-23 23:15:27,2023-10-23 23:15:27,False,card,2023-10-23 23:15:27,06785866-0ee5-404a-8f7e-5c9b8cb4afa3
3077,429,Kelly Soto,2023-10-23 23:19:56,2023-10-23 23:19:56,False,card,2023-10-23 23:19:56,068e143b-46e5-452d-864c-295cd7b48c8e
5229,193,Anna Willis,2023-10-23 23:27:33,2023-10-23 23:27:33,True,card,2023-10-23 23:27:33,068f5611-8a1e-411b-92c1-3616a8c06a97
377,340,Kayla Brown,2023-10-23 23:26:48,2023-10-23 23:10:12,False,card,2023-10-23 23:26:48,0692216a-c11d-4713-9632-06b35b636424
3285,515,George Mcpherson,2023-10-23 23:21:44,2023-10-23 23:20:42,False,card,2023-10-23 23:21:44,06948e1c-ec47-4df7-84a5-bdbeb0b152ba
4867,652,Teresa Mills,2023-10-23 23:26:08,2023-10-23 23:26:08,True,card,2023-10-23 23:26:08,069cbb7a-03eb-437e-8e2b-baf365a8c4b9
22,586,Abigail Riley,2023-10-23 23:09:17,2023-10-23 23:08:55,True,card,2023-10-23 23:09:17,06cab2bb-7136-482f-b66d-10e9731dfb6e
510,496,Levi Gonzalez,2023-10-23 23:16:49,2023-10-23 23:10:42,False,card,2023-10-23 23:16:49,06d1c84d-2106-492e-bfc6-cc6237ce2773
283,672,Michelle Ware,2023-10-23 23:09:57,2023-10-23 23:09:52,True,card,2023-10-23 23:09:57,06d9bbc9-6556-4192-91a2-31747c71ebe9
3559,851,Vincent Miller,2023-10-23 23:24:20,2023-10-23 23:21:43,True,card,2023-10-23 23:24:20,071101b6-db9d-4021-9581-415f58ae7f1d
772,5,Ralph Robertson,2023-10-23 23:13:26,2023-10-23 23:11:42,True,card,2023-10-23 23:13:26,071160c4-d59d-404c-affc-b257897e9f4e
1681,77,Adam Lynch,2023-10-23 23:22:33,2023-10-23 23:14:55,True,card,2023-10-23 23:22:33,0715f5ea-208c-4b7a-9ac2-36f26e58ec81
1208,724,David Taylor,2023-10-23 23:13:29,2023-10-23 23:13:13,True,card,2023-10-23 23:13:29,074141f5-40fe-430e-8dcc-be21be67f77a
3834,861,Michelle Douglas,2023-10-23 23:22:36,2023-10-23 23:22:36,True,card,2023-10-23 23:22:36,0741a277-ebcb-4ac4-9c83-0c80f611bd9a
1644,611,Christy Kennedy,2023-10-23 23:14:46,2023-10-23 23:14:46,True,card,2023-10-23 23:14:46,074e11cd-d7c1-4704-8c51-1c79d862b8e0
5999,929,Jeremy Berger,2023-10-23 23:30:32,2023-10-23 23:30:32,True,card,2023-10-23 23:30:32,0759e224-ccd7-4b80-9796-f8a37a73d1d4
1638,725,Elizabeth Jenkins,2023-10-23 23:14:44,2023-10-23 23:14:44,True,card,2023-10-23 23:14:44,075a176e-916e-455f-bf80-750ba4596735
2828,653,Stephanie Carrillo,2023-10-23 23:25:13,2023-10-23 23:18:59,True,card,2023-10-23 23:25:13,075a3080-85ef-4fb8-bf29-a0164569ec3d
5211,100,Angela Warren,2023-10-23 23:27:40,2023-10-23 23:27:28,True,card,2023-10-23 23:27:40,07661a20-8340-42b8-b665-594bf00f45ad
2147,284,Mrs. Rachael Patterson,2023-10-23 23:16:32,2023-10-23 23:16:32,True,card,2023-10-23 23:16:32,076b69b0-374c-4650-86ec-023bbc2cbaf9
